Age,Gender,MaritalStatus,EducationLevel,EmploymentStatus,AnnualIncome,LoanAmountRequested,PurposeOfLoan,CreditScore,ExistingLoansCount,LatePaymentsLastYear,LoanApproved
39,Female,Widowed,Master,Self-employed,75869.57,138686.22,Business,328,5,9,0
43,Female,Widowed,High School,Employed,130026.02,145737.2,Personal,421,2,4,0
29,Male,Widowed,Bachelor,Employed,2913521.94,474596.54,Education,471,8,2,1
31,Female,Widowed,Other,Employed,217683.1,821036.41,Other,693,4,0,0
69,Female,Divorced,High School,Retired,61876.11,51842.56,Car,327,4,3,0
50,Female,Widowed,Bachelor,Unemployed,636489.05,2792502.79,Education,764,7,2,0
52,Male,Widowed,Bachelor,Employed,213169.69,395924.47,Personal,800,4,1,1
30,Female,Widowed,Other,Employed,4086049.03,12921862.77,Home,403,5,4,0
58,Female,Married,Master,Unemployed,183864.92,294957.96,Personal,340,3,4,0
50,Female,Single,PhD,Employed,952043.99,3964800.46,Car,818,9,0,1
57,Male,Single,Master,Employed,162540.37,134931.57,Personal,705,9,0,1
43,Male,Married,High School,Employed,652099.42,1123151.28,Business,489,9,3,0
23,Male,Widowed,High School,Employed,108713.11,57678.0,Home,376,8,2,0
27,Male,Divorced,Bachelor,Employed,3384204.7,8014634.91,Personal,655,3,1,1
20,Female,Divorced,Other,Retired,634980.35,1271920.7,Personal,764,8,0,1
67,Female,Single,PhD,Employed,360462.42,229649.84,Other,825,4,0,1
47,Male,Divorced,High School,Self-employed,4560497.2,5964266.48,Personal,761,1,2,0
52,Male,Divorced,Bachelor,Student,153142.73,444617.25,Education,711,8,0,1
62,Female,Widowed,Master,Employed,1905822.64,2070088.64,Business,536,5,1,1
30,Female,Divorced,High School,Student,653954.45,1380194.91,Other,776,2,1,1
65,Male,Married,Master,Employed,119993.63,291568.99,Other,307,4,5,0
31,Female,Widowed,High School,Self-employed,145068.59,275710.42,Home,578,1,1,0
31,Female,Widowed,Master,Unemployed,92549.78,297508.42,Home,584,6,1,0
46,Female,Widowed,High School,Employed,166170.06,759504.42,Education,310,1,3,0
51,Male,Single,Bachelor,Employed,271657.48,1333512.23,Car,773,7,0,0
33,Female,Divorced,Bachelor,Employed,4864016.91,3797448.71,Personal,547,9,0,1
29,Male,Married,High School,Employed,1190262.36,4521824.91,Education,447,7,2,0
47,Male,Single,High School,Unemployed,54564.77,116231.76,Education,396,0,0,0
50,Female,Divorced,Master,Retired,2940441.54,10256989.31,Business,666,9,0,1
48,Female,Divorced,Bachelor,Employed,277643.36,844518.34,Personal,565,6,0,0
27,Male,Widowed,Bachelor,Employed,130309.96,423691.92,Personal,579,4,1,0
38,Male,Widowed,High School,Unemployed,257817.47,663298.68,Home,541,1,0,0
56,Female,Married,Other,Self-employed,1120198.18,3189126.42,Education,495,1,1,1
37,Male,Married,High School,Self-employed,88053.29,147676.2,Other,768,9,0,0
20,Female,Single,High School,Employed,113560.43,63322.53,Business,456,1,5,0
31,Female,Married,Master,Employed,391543.65,1845932.24,Education,518,7,0,1
51,Female,Widowed,Bachelor,Employed,667009.64,502229.5,Home,300,7,5,0
29,Male,Widowed,Master,Self-employed,2136456.29,6646927.32,Education,323,3,1,0
58,Male,Widowed,Bachelor,Employed,347704.71,945054.64,Education,656,4,0,0
43,Male,Widowed,High School,Employed,3530077.55,13246998.33,Home,514,6,2,0
45,Male,Divorced,Bachelor,Employed,52874.47,237580.53,Car,801,6,0,0
42,Male,Widowed,Bachelor,Self-employed,1645678.95,5530169.51,Other,463,8,8,0
41,Female,Divorced,Bachelor,Employed,1450836.11,5363700.47,Home,357,8,9,0
42,Male,Single,Master,Self-employed,103654.72,457572.05,Home,401,0,7,0
19,Female,Widowed,High School,Self-employed,447870.84,1411949.44,Education,620,6,0,0
33,Male,Widowed,PhD,Employed,128760.5,214711.32,Education,733,9,0,0
67,Male,Divorced,Bachelor,Employed,2397636.36,11309080.2,Education,672,8,0,0
67,Female,Widowed,Other,Unemployed,136137.61,488560.43,Personal,752,0,0,0
25,Male,Widowed,Bachelor,Employed,2314209.05,3392911.15,Personal,641,0,0,1
41,Female,Married,Master,Employed,108366.44,350449.48,Business,333,8,5,0
38,Male,Single,Bachelor,Employed,125264.42,608567.43,Other,554,5,0,0
28,Male,Divorced,High School,Student,796573.75,278065.8,Other,742,7,2,1
40,Female,Widowed,Master,Employed,115287.52,420113.73,Education,815,6,0,0
30,Female,Divorced,Bachelor,Self-employed,1146680.42,3517313.12,Car,841,7,2,0
28,Female,Widowed,High School,Student,170513.92,617279.72,Business,613,3,0,0
25,Male,Married,PhD,Employed,56400.41,127523.05,Other,766,8,0,1
37,Male,Divorced,Master,Self-employed,449053.42,2227349.08,Education,616,5,0,0
18,Male,Widowed,Master,Employed,125162.65,579769.81,Other,431,6,6,0
18,Male,Married,Other,Unemployed,256717.65,775555.26,Personal,727,9,1,0
18,Female,Widowed,Master,Employed,1301639.19,2993463.06,Business,306,4,8,0
23,Female,Widowed,Other,Employed,599499.64,1612423.32,Personal,531,0,1,1
18,Female,Married,Master,Student,570128.28,2488806.0,Home,429,3,2,0
69,Male,Single,High School,Retired,54478.53,183285.81,Other,593,4,0,0
45,Female,Divorced,Bachelor,Employed,2968860.12,2640245.33,Education,357,3,2,0
29,Male,Divorced,Master,Employed,1366867.99,2624204.32,Car,603,1,0,1
29,Male,Widowed,Bachelor,Employed,53325.01,8704.27,Car,603,2,0,1
53,Female,Widowed,High School,Unemployed,1151404.46,5057528.64,Education,300,2,6,0
52,Female,Divorced,Bachelor,Unemployed,69027.93,231518.71,Other,510,4,1,0
46,Female,Single,High School,Student,80718.18,118256.73,Business,413,4,3,0
25,Male,Married,Master,Unemployed,202134.65,755666.67,Car,742,3,0,0
58,Female,Married,Bachelor,Employed,3563792.53,9455776.91,Business,844,3,0,1
18,Female,Divorced,Other,Employed,115778.4,350340.11,Other,681,4,0,0
34,Male,Married,High School,Employed,1904173.22,9169857.69,Car,381,0,7,0
61,Female,Divorced,High School,Employed,1019753.16,3601149.92,Other,774,2,0,1
41,Male,Widowed,Bachelor,Employed,1045961.19,3871602.28,Personal,339,6,6,0
58,Male,Single,High School,Self-employed,2423334.27,6251997.0,Education,553,9,1,0
53,Male,Divorced,High School,Employed,1960138.47,5827014.49,Home,409,0,0,0
45,Female,Single,Bachelor,Employed,89327.01,377584.88,Business,511,0,2,0
36,Female,Widowed,Master,Employed,3354921.78,8163692.11,Business,806,4,0,1
46,Male,Married,High School,Unemployed,850988.68,1717588.83,Personal,440,0,3,0
49,Female,Single,High School,Employed,663297.01,2850945.43,Home,605,0,1,0
31,Female,Divorced,Other,Employed,1251549.39,6168712.45,Car,341,6,1,0
68,Male,Single,High School,Employed,3007378.28,9630307.79,Education,645,7,0,1
62,Male,Divorced,Master,Employed,4353856.39,21503756.63,Personal,623,4,0,1
63,Female,Married,High School,Student,346790.51,1036544.0,Car,632,0,0,1
46,Female,Married,High School,Employed,369448.19,1308672.63,Other,664,6,0,1
59,Male,Married,High School,Employed,377424.33,903226.88,Home,519,8,1,0
68,Male,Widowed,Other,Employed,401948.04,1025095.9,Home,828,3,2,1
67,Female,Divorced,High School,Employed,1965093.18,4415001.31,Business,828,8,0,1
55,Female,Single,High School,Employed,2013604.03,3124015.6,Education,353,5,3,0
22,Female,Divorced,High School,Unemployed,443642.53,1254758.02,Other,767,0,0,0
51,Male,Widowed,Master,Employed,708813.59,3464364.76,Personal,835,9,0,1
24,Male,Divorced,Bachelor,Employed,742753.08,838996.55,Education,426,5,5,0
34,Female,Single,Bachelor,Employed,270410.61,194907.63,Car,362,6,3,0
24,Female,Widowed,Master,Self-employed,3796716.88,13761885.69,Home,334,4,2,0
59,Female,Divorced,Master,Employed,237003.25,1059919.15,Business,639,8,0,0
48,Female,Married,High School,Student,481113.38,1254645.12,Other,499,8,5,0
64,Female,Divorced,Bachelor,Employed,335758.49,1477950.35,Education,672,5,1,0
47,Female,Married,Other,Employed,66837.8,177711.49,Business,659,4,1,0
33,Female,Single,Bachelor,Employed,395420.75,1818689.69,Car,803,5,3,0
53,Male,Divorced,PhD,Self-employed,118370.76,264901.63,Business,543,9,0,1
26,Female,Single,High School,Employed,91675.07,166737.3,Home,437,6,9,0
35,Female,Single,Other,Employed,89451.17,171836.2,Business,594,4,1,0
41,Female,Widowed,Master,Employed,989122.88,4512337.2,Personal,525,7,0,1
24,Male,Divorced,Master,Employed,67085.3,323564.98,Home,643,4,0,0
46,Female,Married,Bachelor,Self-employed,206188.6,302756.71,Car,527,2,0,0
50,Male,Widowed,High School,Student,491294.47,1747050.2,Business,566,6,1,0
43,Female,Divorced,Bachelor,Self-employed,453065.26,800971.75,Other,677,9,1,1
58,Female,Widowed,High School,Employed,1037487.56,693118.68,Other,483,8,2,1
54,Male,Single,High School,Retired,54933.38,145221.13,Personal,719,2,0,0
54,Male,Divorced,Master,Employed,201731.68,790506.26,Personal,477,3,8,0
50,Male,Widowed,Master,Self-employed,65494.97,244004.96,Home,669,0,0,0
39,Female,Divorced,High School,Employed,1724999.14,7469575.77,Personal,500,7,0,0
25,Female,Divorced,Other,Employed,263372.72,262662.92,Education,791,7,3,1
66,Female,Divorced,Master,Student,640200.62,1117321.4,Personal,770,0,1,1
22,Female,Single,Master,Employed,4988916.87,14678969.05,Business,350,1,6,0
61,Male,Married,High School,Student,747725.83,665521.13,Car,300,8,0,1
69,Female,Married,High School,Employed,1056683.18,1802433.55,Education,747,8,0,1
29,Male,Widowed,High School,Employed,327976.98,932504.25,Education,498,4,2,0
63,Male,Married,Master,Employed,472582.27,1793162.25,Other,777,3,0,1
65,Male,Single,High School,Student,104100.97,393477.63,Business,690,4,1,0
55,Male,Widowed,PhD,Employed,474877.75,1749729.11,Home,509,6,1,0
26,Male,Divorced,Bachelor,Employed,901735.29,632504.76,Education,552,9,0,1
39,Male,Widowed,Bachelor,Retired,1008988.7,1113870.47,Other,528,9,1,0
30,Male,Married,High School,Employed,2316362.69,397621.75,Personal,480,9,0,1
30,Male,Single,Bachelor,Self-employed,4561363.0,21714694.81,Other,794,1,0,1
54,Male,Married,Other,Employed,415707.49,1378178.66,Other,443,8,9,0
20,Female,Divorced,High School,Self-employed,183220.96,704691.82,Personal,300,7,6,0
68,Female,Divorced,Bachelor,Self-employed,791813.94,2117177.97,Business,523,6,1,0
48,Male,Divorced,Bachelor,Employed,462118.03,1142291.21,Other,440,4,1,0
36,Male,Married,PhD,Employed,412199.75,930006.4,Other,366,7,5,0
59,Female,Divorced,Bachelor,Employed,123986.39,380845.52,Education,707,0,0,0
31,Female,Divorced,High School,Employed,121848.17,156603.51,Education,334,5,5,0
52,Female,Widowed,Master,Employed,62014.04,169714.93,Personal,429,4,2,1
19,Female,Single,Bachelor,Employed,564966.99,2246777.58,Personal,314,1,5,0
46,Male,Married,High School,Employed,2322827.12,3447639.66,Home,359,2,1,1
63,Male,Widowed,Bachelor,Employed,55064.84,19208.81,Home,605,2,0,1
59,Female,Single,Master,Employed,538981.24,105174.77,Education,455,7,7,0
59,Male,Single,Other,Employed,1271077.23,3949261.28,Personal,441,5,6,0
26,Female,Married,Master,Employed,1234280.41,6032136.31,Home,712,6,2,0
28,Male,Divorced,Other,Employed,3757915.93,12405799.67,Personal,833,6,1,0
55,Female,Single,PhD,Employed,114668.26,533971.13,Car,664,9,1,0
58,Female,Single,Bachelor,Student,4438311.47,18905451.96,Home,535,8,0,0
63,Male,Widowed,Master,Employed,307013.38,1227537.38,Other,300,5,6,0
55,Male,Married,High School,Employed,1022135.22,1374501.72,Car,654,8,2,0
35,Male,Single,Master,Employed,107955.2,144572.72,Other,700,8,1,0
43,Female,Single,Bachelor,Employed,268319.43,1319121.56,Car,759,7,0,0
41,Female,Divorced,Master,Employed,144600.19,430295.13,Car,377,6,0,0
66,Male,Single,Master,Employed,120252.05,72724.71,Home,609,9,0,1
44,Female,Single,Bachelor,Employed,832795.83,2577959.56,Home,705,8,1,0
24,Female,Widowed,Bachelor,Employed,408146.95,1745442.14,Personal,693,4,0,0
64,Female,Single,High School,Employed,355028.05,977607.9,Personal,684,3,0,0
53,Male,Married,Bachelor,Unemployed,2952661.43,10608166.69,Car,524,3,1,1
30,Female,Single,Bachelor,Self-employed,147866.67,727929.93,Home,568,2,0,0
64,Female,Single,Master,Employed,763793.52,2953724.82,Education,319,7,9,0
52,Female,Widowed,Bachelor,Employed,329415.23,406074.28,Car,838,5,0,1
18,Female,Widowed,Bachelor,Employed,3224850.66,13257026.41,Home,669,4,0,1
22,Female,Married,High School,Employed,71113.09,113891.31,Car,510,9,0,0
36,Female,Single,Bachelor,Employed,1715983.65,5943870.85,Home,611,0,1,0
64,Male,Married,Bachelor,Employed,907068.81,3166906.92,Other,519,5,0,0
22,Male,Divorced,Other,Self-employed,225713.37,785995.53,Home,300,6,9,0
47,Male,Married,Other,Employed,4917757.03,871061.96,Home,832,2,0,1
18,Female,Single,Bachelor,Retired,439883.04,1157828.07,Car,740,1,0,1
65,Male,Single,Bachelor,Unemployed,85464.43,199884.66,Car,791,2,1,1
55,Male,Single,High School,Employed,110151.31,198198.65,Home,803,5,0,0
57,Male,Single,High School,Self-employed,477419.72,878602.36,Home,423,3,8,0
41,Female,Married,Master,Employed,357802.02,1616218.21,Other,549,1,0,0
62,Female,Divorced,High School,Employed,4052673.98,15778290.76,Business,363,4,6,0
64,Male,Divorced,Master,Retired,3484965.24,1641735.42,Home,633,1,0,1
21,Male,Single,High School,Employed,157027.12,186524.92,Education,541,0,0,0
53,Male,Divorced,Other,Employed,67011.0,300555.63,Other,838,6,1,0
55,Male,Widowed,Master,Employed,209845.02,626451.1,Car,300,5,6,0
46,Female,Single,Master,Employed,540017.1,536672.26,Personal,647,9,0,1
54,Female,Single,Master,Self-employed,340049.87,294020.08,Home,349,6,6,0
54,Male,Widowed,High School,Self-employed,4005390.61,6940309.91,Education,590,1,0,1
26,Male,Married,Master,Employed,3895404.38,10646755.72,Car,303,1,4,0
32,Male,Divorced,Bachelor,Employed,1263125.67,5894267.54,Home,552,9,0,0
21,Male,Divorced,High School,Employed,254503.14,552980.12,Other,670,5,2,0
29,Female,Married,PhD,Self-employed,151841.92,157386.03,Personal,638,3,1,1
62,Female,Widowed,Bachelor,Employed,705403.01,2209193.06,Education,813,2,0,0
40,Female,Married,Master,Employed,118752.27,555819.31,Car,605,0,0,0
67,Female,Single,Master,Self-employed,104196.43,362582.49,Personal,596,0,1,0
42,Female,Married,Bachelor,Student,1824027.63,3734574.06,Home,481,8,6,0
58,Female,Divorced,Bachelor,Employed,120268.14,403415.96,Home,300,4,2,0
57,Female,Widowed,Bachelor,Retired,438358.77,190675.65,Car,619,3,0,1
65,Female,Divorced,Master,Employed,245683.17,995359.96,Other,395,6,7,0
19,Male,Married,Bachelor,Retired,108863.95,184985.28,Business,466,3,6,0
44,Female,Single,High School,Self-employed,707788.96,2936494.42,Education,370,7,1,0
18,Female,Married,Master,Self-employed,211607.7,525147.76,Business,599,3,3,0
60,Male,Married,Bachelor,Employed,467462.31,297433.32,Other,755,7,0,1
49,Male,Widowed,Bachelor,Retired,50761.4,34977.12,Other,540,0,1,0
23,Male,Widowed,PhD,Employed,254727.93,1149393.45,Personal,733,1,0,0
23,Female,Married,High School,Self-employed,801383.72,3911257.2,Home,815,5,0,1
30,Female,Widowed,Bachelor,Student,3138640.05,1361723.76,Other,466,4,8,0
29,Female,Widowed,Bachelor,Self-employed,645644.44,2808123.58,Personal,530,2,0,0
49,Female,Widowed,High School,Employed,157167.19,649675.78,Home,419,8,1,0
18,Male,Divorced,Bachelor,Employed,207241.14,364528.62,Education,378,8,0,0
24,Male,Widowed,Master,Employed,193609.77,470229.54,Business,418,5,2,0
64,Female,Widowed,High School,Employed,75726.52,84173.85,Other,694,4,0,0
51,Female,Divorced,Other,Employed,1143327.86,582761.07,Other,621,5,0,1
27,Male,Divorced,Master,Employed,1312587.89,5040418.39,Business,641,2,1,0
28,Female,Divorced,High School,Employed,988615.9,479218.57,Car,459,9,3,0
58,Male,Single,High School,Self-employed,132850.9,417768.3,Personal,530,2,1,0
30,Female,Widowed,PhD,Employed,1048236.9,729505.11,Other,709,8,0,1
44,Female,Married,Bachelor,Employed,4318399.45,18517852.5,Car,383,5,5,0
36,Male,Divorced,Bachelor,Employed,179031.94,212019.67,Education,478,7,8,0
35,Female,Single,High School,Employed,174937.01,143009.26,Other,525,4,1,1
24,Male,Single,Bachelor,Student,1875662.08,7058609.48,Education,302,8,8,0
48,Female,Widowed,Master,Employed,316405.55,1473256.45,Car,709,7,0,0
32,Male,Single,Bachelor,Employed,467637.84,1877559.74,Car,793,3,0,0
62,Female,Divorced,Bachelor,Employed,68602.41,55649.21,Business,600,7,0,1
36,Female,Married,Bachelor,Employed,1113806.51,2246432.86,Home,489,5,0,1
61,Male,Married,High School,Student,52123.51,176188.15,Other,467,2,7,0
58,Male,Divorced,Other,Employed,136689.22,447374.2,Education,807,1,1,0
69,Male,Divorced,High School,Student,170063.49,94934.0,Education,593,1,0,1
44,Female,Single,Bachelor,Unemployed,161342.07,610560.33,Other,334,7,2,0
58,Female,Single,Other,Employed,135718.31,588703.37,Business,741,8,1,0
20,Male,Single,Bachelor,Unemployed,617490.13,929539.73,Home,387,1,7,0
69,Male,Single,High School,Unemployed,3523293.55,4909344.89,Car,451,8,4,0
29,Male,Widowed,High School,Unemployed,4374649.96,12215881.69,Personal,320,1,1,1
63,Male,Married,Master,Employed,3049303.64,13285545.85,Home,615,7,1,1
40,Female,Divorced,Master,Employed,59746.17,99311.72,Other,735,9,1,0
66,Female,Widowed,High School,Employed,3871640.46,7851712.58,Business,689,1,2,1
43,Female,Single,Bachelor,Self-employed,3891219.65,13220632.71,Education,329,7,4,0
35,Male,Single,Bachelor,Employed,421616.24,1276640.26,Home,528,5,1,0
64,Female,Divorced,High School,Employed,2490272.08,503285.11,Home,336,4,8,0
54,Male,Divorced,High School,Self-employed,136420.52,632418.28,Personal,427,9,8,0
53,Female,Married,Bachelor,Unemployed,72666.36,234345.66,Car,482,2,2,0
27,Male,Single,High School,Employed,2177791.25,2281904.48,Home,314,8,7,0
25,Male,Divorced,Bachelor,Self-employed,143067.22,98479.25,Other,406,4,2,0
37,Female,Married,High School,Employed,137946.09,165050.32,Business,814,9,0,0
45,Female,Single,High School,Employed,111746.62,362902.86,Business,596,3,0,0
57,Female,Widowed,Other,Employed,65306.26,309644.18,Car,823,3,1,0
20,Male,Single,Other,Student,462852.18,2107107.8,Other,447,6,7,0
22,Female,Married,Bachelor,Employed,159532.96,33346.48,Car,314,9,9,0
68,Male,Divorced,High School,Unemployed,1545407.7,1048541.52,Other,381,2,3,0
55,Male,Single,Bachelor,Self-employed,1967940.68,1471164.3,Personal,339,0,6,0
27,Male,Married,Bachelor,Employed,602780.66,797148.18,Other,452,2,2,0
63,Male,Widowed,Master,Student,1055528.94,3940612.05,Education,630,3,0,0
25,Male,Single,Master,Employed,54822.06,212234.03,Business,571,7,0,0
36,Male,Single,Master,Employed,4330141.45,14619214.27,Business,504,5,1,0
52,Male,Divorced,High School,Employed,1358212.49,800462.57,Business,377,3,5,0
51,Male,Married,Bachelor,Employed,53405.33,238143.73,Personal,569,9,1,0
55,Female,Single,Bachelor,Unemployed,1549749.84,6407302.59,Home,720,8,0,0
49,Female,Divorced,Master,Student,2152058.15,8616855.01,Car,546,5,0,0
35,Male,Single,Other,Student,64401.82,187568.75,Personal,735,5,0,1
51,Female,Married,High School,Self-employed,172236.55,71721.17,Education,400,3,5,0
50,Female,Single,Master,Employed,4927105.77,18047022.0,Education,308,4,3,0
54,Female,Single,Bachelor,Employed,53420.8,10802.82,Education,636,0,0,1
36,Male,Married,Master,Employed,102114.98,280454.47,Home,314,3,7,0
43,Male,Widowed,PhD,Unemployed,982907.35,633815.76,Home,653,2,2,1
67,Female,Widowed,Bachelor,Employed,1851385.08,2671241.82,Other,520,9,0,1
59,Male,Divorced,High School,Employed,452384.03,2037452.43,Other,300,3,1,0
59,Male,Married,Master,Employed,4410258.7,16516985.27,Personal,337,2,2,1
27,Female,Married,Bachelor,Retired,1494977.74,506631.66,Education,554,6,1,1
52,Male,Single,Bachelor,Student,216541.09,767019.09,Other,646,9,0,0
66,Female,Widowed,Bachelor,Employed,446330.9,1657982.6,Home,300,2,6,0
67,Male,Single,Bachelor,Employed,2144260.04,8290319.56,Other,646,4,0,1
57,Female,Divorced,Master,Employed,294463.43,1027780.53,Business,374,3,2,0
41,Female,Widowed,Bachelor,Employed,128001.36,138646.9,Personal,305,6,7,0
63,Male,Single,High School,Self-employed,3873742.91,6465381.86,Home,763,0,0,1
39,Male,Widowed,High School,Employed,57614.48,171162.43,Personal,596,2,1,0
